iter	PrecisionAt:top=10	RecallAt:top=10	MAP:top=10
0	0.07564102564	0.02227978271	0.03991096866
1	0.3333333333	0.03633155686	0.1928551079
2	0.3538461538	0.03780839885	0.2050218763
3	0.3987179487	0.0376999152	0.2201261701
4	0.4294871795	0.03743295135	0.2446047009
5	0.5269230769	0.03924663087	0.3709147334
6	0.5525641026	0.03959616713	0.40626221
7	0.5641025641	0.04197698925	0.4144836182
8	0.5961538462	0.04326860144	0.4438181726
9	0.5923076923	0.04278829176	0.4408221408
10	0.5974358974	0.04300482567	0.444006919
11	0.5987179487	0.04172820115	0.4504553317
12	0.6038461538	0.04255691987	0.4506863044
13	0.6025641026	0.04247087616	0.4500849613
14	0.6025641026	0.04247315841	0.4501790802
15	0.6115384615	0.04258785956	0.4590343915
16	0.6448717949	0.04372621685	0.496769943
17	0.6833333333	0.04353585441	0.531992267
18	0.6807692308	0.04398087995	0.5308811559
19	0.7064102564	0.04402286338	0.5465023403
20	0.7397435897	0.04408758714	0.5910907611
21	0.7397435897	0.04408063671	0.5945675621
22	0.7628205128	0.04522981973	0.622047212
23	0.7666666667	0.04533491374	0.6304466829
24	0.7564102564	0.04521690857	0.6115786528
25	0.7525641026	0.04472198086	0.609490232
26	0.7487179487	0.04406822257	0.6060200448
27	0.7487179487	0.04406822257	0.6051378714
28	0.7487179487	0.04455512957	0.6031593407
29	0.7448717949	0.04377983703	0.598491046
30	0.7435897436	0.04383851449	0.5974007937
31	0.7448717949	0.04359405426	0.6033480871
32	0.7384615385	0.04361199922	0.5965740741
33	0.7371794872	0.04354163386	0.5981089744
34	0.741025641	0.04407121013	0.5971199634
35	0.7423076923	0.04407666799	0.5979258242
36	0.7397435897	0.04407710161	0.5931878307
37	0.7448717949	0.04495997532	0.5959076109
38	0.7448717949	0.04495997532	0.5973448311
39	0.7474358974	0.04467034327	0.5992806268
40	0.7461538462	0.04453218033	0.5995879121
41	0.7474358974	0.04488615328	0.6005865893
42	0.7461538462	0.04486882801	0.5981405169
43	0.7448717949	0.04473327868	0.5964000814
44	0.7512820513	0.04485097449	0.6050045788
45	0.7461538462	0.04491010718	0.5997603785
46	0.7474358974	0.04482955782	0.5987937525
47	0.7448717949	0.04449723755	0.5974160562
48	0.7448717949	0.04425869859	0.5986579162
49	0.741025641	0.04418446898	0.5965883191
50	0.7461538462	0.04385056059	0.6039626577
51	0.7435897436	0.04368152654	0.6018198006
52	0.7307692308	0.04349186064	0.5949801587
53	0.7397435897	0.0435856879	0.6012606838
54	0.7423076923	0.0435744176	0.6021499796
55	0.7423076923	0.04343740651	0.6033964184
56	0.7371794872	0.04365154348	0.6044581807
57	0.7384615385	0.0439081122	0.6064387464
58	0.7371794872	0.0436193165	0.6049043549
59	0.741025641	0.04368238725	0.6076928164
60	0.7358974359	0.04336333548	0.6015644078
61	0.7358974359	0.04330774641	0.5992348392
62	0.741025641	0.04338650229	0.6037098087
63	0.7423076923	0.04349798501	0.6043187831
64	0.7371794872	0.0434093897	0.600263024
65	0.7371794872	0.04339627409	0.5999842287
66	0.7358974359	0.0432066982	0.5984533985
67	0.7384615385	0.04360616975	0.6016844729
68	0.7371794872	0.04351824558	0.5996957672
69	0.7358974359	0.04350259172	0.5980937118
70	0.7371794872	0.04337471768	0.6017485755
71	0.7384615385	0.04327664214	0.6028937729
72	0.7346153846	0.04351837605	0.5965995116
73	0.7384615385	0.04363751435	0.5990471103
74	0.7371794872	0.04362552136	0.5963146113
75	0.7384615385	0.0436529989	0.598246337
76	0.7423076923	0.04376876939	0.6007127595
77	0.7384615385	0.0437863944	0.5966712454
78	0.7384615385	0.0434511979	0.5942409442
79	0.7358974359	0.04325635396	0.5931344119
80	0.7371794872	0.04323418207	0.5943727106
81	0.7371794872	0.04333111924	0.5928871591
82	0.7397435897	0.04358740139	0.5969347782
83	0.7423076923	0.04317675942	0.601231685
84	0.7384615385	0.04306833684	0.5963181726
85	0.7346153846	0.04281761397	0.5944373219
86	0.741025641	0.04327998792	0.5995502646
87	0.7423076923	0.04328024428	0.5996245421
88	0.7397435897	0.04325494163	0.5981751119
89	0.7384615385	0.0432522204	0.5957086895
90	0.7384615385	0.04407363983	0.5951205739
91	0.7448717949	0.04403443257	0.6038619251
92	0.7371794872	0.04385302825	0.5950758038
93	0.7371794872	0.04409793838	0.5948046398
94	0.7358974359	0.04397554853	0.5944088319
95	0.7397435897	0.0437725341	0.5974425112
96	0.7384615385	0.04370093766	0.5970599308
97	0.7487179487	0.0439215269	0.6061482499
98	0.7461538462	0.04375379716	0.603211742
99	0.7474358974	0.04382309723	0.6041921042
100	0.7397435897	0.04335914932	0.5963069801
101	0.7397435897	0.04388162476	0.595762617
102	0.7474358974	0.0440273403	0.6068722019
103	0.7487179487	0.04408102676	0.6072344322
104	0.7461538462	0.04407820425	0.6043498168
105	0.7448717949	0.04382587285	0.6045278795
106	0.7448717949	0.04382159549	0.6047909035
107	0.7474358974	0.04416960236	0.6069856532
108	0.7461538462	0.04409921563	0.6076200651
109	0.7435897436	0.04392460924	0.6054828042
110	0.7435897436	0.04436570936	0.6029370167
111	0.7474358974	0.04435044222	0.6057824583
112	0.7461538462	0.04440359478	0.6047827635
113	0.7512820513	0.04457356323	0.6081435694
114	0.7512820513	0.04422952263	0.6069037444
115	0.7474358974	0.04420987547	0.6033633496
116	0.7474358974	0.0442098223	0.6048066748
117	0.7448717949	0.04411690425	0.6038034188
118	0.7423076923	0.04411636217	0.5998707774
119	0.7435897436	0.04409025693	0.6020034595
120	0.7474358974	0.04392990734	0.6045029508
121	0.7435897436	0.044082371	0.6008012821
122	0.7423076923	0.04406782482	0.6016636142
123	0.7435897436	0.04408501049	0.6030250305
124	0.7397435897	0.04389420118	0.6001795889
125	0.7371794872	0.04360939692	0.5956471306
126	0.741025641	0.04364233063	0.6017974155
127	0.7448717949	0.04408283118	0.6043269231
128	0.7435897436	0.04403182945	0.6039316239
129	0.7448717949	0.04433253528	0.6051984127
130	0.7461538462	0.0443873238	0.6061955637
131	0.7461538462	0.0443873238	0.6060042735
132	0.7461538462	0.04438691513	0.6075198413
133	0.7435897436	0.04413847364	0.606468254
134	0.7423076923	0.04387273832	0.6045029508
135	0.7435897436	0.04411928665	0.6045115995
136	0.7448717949	0.04388510622	0.6060994098
137	0.7423076923	0.04392320877	0.6029100529
138	0.7448717949	0.04398129523	0.6052152015
139	0.7423076923	0.04397759553	0.6026994302
140	0.7435897436	0.04398894283	0.6039077127
141	0.7435897436	0.04398894283	0.6053398453
142	0.7397435897	0.04368727592	0.6014514652
143	0.7397435897	0.04368727592	0.6010810948
144	0.741025641	0.04387581287	0.6012840863
145	0.741025641	0.04400800481	0.6020192308
146	0.7435897436	0.04403856636	0.6045884208
147	0.7423076923	0.04398623773	0.6029309117
148	0.7397435897	0.04401934496	0.5988517501
149	0.7397435897	0.04401934496	0.5993269231
150	0.741025641	0.04409785267	0.6004604192
151	0.7423076923	0.04412133601	0.6002289377
152	0.7435897436	0.04402582996	0.6011782662
153	0.741025641	0.04395925852	0.59878256
154	0.7397435897	0.04395555531	0.5981023606
155	0.7397435897	0.04383710128	0.5984045584
156	0.7397435897	0.04378383227	0.5975900488
157	0.7346153846	0.04387918723	0.5932091982
158	0.7333333333	0.04355421726	0.5924664225
159	0.7320512821	0.04353507625	0.5913110501
160	0.7333333333	0.04348388752	0.5920075295
161	0.7371794872	0.04361202642	0.5946621897
162	0.7346153846	0.04363643808	0.5931674807
163	0.7333333333	0.04371186181	0.5916163004
164	0.7371794872	0.04372733161	0.596712963
165	0.7371794872	0.04373280816	0.5973824786
166	0.7435897436	0.04422308414	0.6023687424
167	0.7423076923	0.04422016375	0.6015018315
168	0.7423076923	0.04419045552	0.6013492063
169	0.741025641	0.04418851625	0.6000295075
170	0.7423076923	0.04423172649	0.6009355922
171	0.7384615385	0.04406643883	0.5978988604
172	0.7423076923	0.0440870889	0.6023438136
173	0.7423076923	0.0440870889	0.6026282051
174	0.7435897436	0.04405139146	0.6031903744
175	0.741025641	0.04403394061	0.6010327635
176	0.7435897436	0.04387920568	0.6026846764
177	0.7435897436	0.04387920568	0.6025340863
178	0.7423076923	0.04393463022	0.6031430606
179	0.7423076923	0.04393362363	0.6030967643
180	0.7423076923	0.04393362363	0.6034350834
181	0.7423076923	0.04385372863	0.6018691494
182	0.7384615385	0.04375976412	0.5978973341
183	0.7384615385	0.04352777388	0.597704009
184	0.7371794872	0.04320726106	0.5970299145
185	0.7358974359	0.04310634231	0.5963827839
186	0.7320512821	0.04305929612	0.5912286325
187	0.7320512821	0.04306953188	0.591296805
188	0.7333333333	0.04308611728	0.591549654
189	0.7346153846	0.04307469119	0.5935200448
190	0.7358974359	0.04302993804	0.5939774115
191	0.7371794872	0.04333508604	0.5951348189
192	0.7346153846	0.04301308368	0.5955799756
193	0.7346153846	0.04273746393	0.5960149573
194	0.7346153846	0.04273746393	0.5955041718
195	0.7307692308	0.04273913106	0.5910373423
196	0.7307692308	0.04273913106	0.5908796296
197	0.7307692308	0.04272582891	0.5911228124
198	0.7333333333	0.04304784825	0.5934508547
199	0.7346153846	0.04300961335	0.5937627188
200	0.7346153846	0.04300961335	0.5944836182
201	0.7320512821	0.04271432115	0.5927294465
202	0.7333333333	0.04275763369	0.5939677452
203	0.7320512821	0.04271432115	0.5925651201
204	0.7320512821	0.0427248138	0.5901536427
205	0.7320512821	0.04272735127	0.5904019129
206	0.7294871795	0.04272371761	0.5862932438
207	0.7307692308	0.04272958448	0.5881583232
208	0.7320512821	0.04273644037	0.5899409849
209	0.7320512821	0.04273644037	0.5901312576
210	0.7320512821	0.04273287044	0.5909574685
211	0.7320512821	0.04273287044	0.5903922466
212	0.7307692308	0.0427264313	0.5884081197
213	0.7333333333	0.04291670875	0.5896835572
214	0.7333333333	0.04289120714	0.5911935287
215	0.7320512821	0.04290180166	0.5899593
216	0.7346153846	0.04298873579	0.592035002
217	0.7320512821	0.04298315974	0.5883012821
218	0.7307692308	0.04280755437	0.5858979446
219	0.7320512821	0.04282771241	0.5892419617
220	0.7333333333	0.04283027344	0.59003663
221	0.7320512821	0.04282811619	0.589255698
222	0.7307692308	0.04298985719	0.5879512617
223	0.7307692308	0.04300719012	0.5884803622
224	0.7320512821	0.04296723504	0.5906649369
225	0.7333333333	0.04311419889	0.5922705535
226	0.7346153846	0.04311613816	0.592958893
227	0.7333333333	0.04299632028	0.5925707163
228	0.7307692308	0.04294615185	0.5897339235
229	0.7346153846	0.04299325745	0.5926948514
230	0.7320512821	0.04291550326	0.5910505698
231	0.7346153846	0.04291970248	0.5927604803
232	0.7307692308	0.04290214409	0.5895731583
233	0.7307692308	0.04294703769	0.5897033985
234	0.7307692308	0.04294703769	0.5899247049
235	0.7294871795	0.04307727306	0.5881908832
236	0.7294871795	0.04307463817	0.5901541514
237	0.7333333333	0.04313408889	0.5927645503
238	0.7333333333	0.04323012974	0.5927660765
239	0.7333333333	0.04322997708	0.5945726496
240	0.7346153846	0.04316146708	0.5954838217
241	0.7358974359	0.04320477962	0.5960795686
242	0.7371794872	0.04308752353	0.5960739723
243	0.7346153846	0.04304170734	0.5941376679
244	0.7371794872	0.04318346208	0.597251221
245	0.7371794872	0.04293551892	0.5968660969
246	0.7423076923	0.04306408478	0.6021102971
247	0.7358974359	0.04297352361	0.5963609076
248	0.7358974359	0.04297352361	0.5960190273
249	0.7371794872	0.04290475864	0.597489825
250	0.7333333333	0.04289550534	0.5938756614
251	0.7320512821	0.04291411803	0.5916310541
252	0.7320512821	0.04291411803	0.5904924705
253	0.7307692308	0.04259334113	0.5895177045
254	0.7307692308	0.04290048354	0.5882417582
255	0.7294871795	0.04257997072	0.5871499796
256	0.7346153846	0.04301473196	0.5918716931
257	0.7346153846	0.04301473196	0.5908918396
258	0.7371794872	0.04313670708	0.5937494912
259	0.7358974359	0.04306740701	0.593489011
260	0.7358974359	0.04306790542	0.5934701872
261	0.7346153846	0.04299054792	0.5928683354
262	0.7358974359	0.04334497489	0.5940898453
263	0.7346153846	0.04331400747	0.5930987993
264	0.7333333333	0.04331185022	0.5915145503
265	0.7346153846	0.04343395034	0.5917572243
266	0.7371794872	0.04347037563	0.5940689866
267	0.7358974359	0.04319166883	0.5933221408
268	0.7358974359	0.04319166883	0.5922659748
269	0.7371794872	0.04347037563	0.5935281848
270	0.7346153846	0.04344857939	0.5916753154
271	0.7333333333	0.04329333452	0.5918732194
272	0.7333333333	0.04323461852	0.5918472731
273	0.7333333333	0.04323461852	0.5925340863
274	0.7320512821	0.04322074036	0.5943248881
275	0.7307692308	0.04312506489	0.5933231583
276	0.7307692308	0.04312430175	0.5941346154
277	0.7294871795	0.04311230875	0.5922649573
278	0.7294871795	0.04311230875	0.5925885226
279	0.7320512821	0.04315611443	0.5946270859
280	0.7294871795	0.04314196419	0.5918564306
281	0.7307692308	0.04321932255	0.5920609483
282	0.7294871795	0.04320712223	0.5926195564
283	0.7256410256	0.04313080214	0.5909818885
284	0.7282051282	0.043182052	0.5930051893
285	0.7282051282	0.04316857116	0.5931863044
286	0.7282051282	0.04316980019	0.5933714896
287	0.7282051282	0.04306028153	0.5935861823
288	0.7269230769	0.04300416041	0.5948987586
289	0.7294871795	0.04300951848	0.5976068376
290	0.7269230769	0.04300453659	0.5941544567
291	0.7269230769	0.04300465882	0.594204823
292	0.7243589744	0.04291293839	0.59248372
293	0.7230769231	0.04291232574	0.5914855515
294	0.7243589744	0.04290659025	0.5914707977
295	0.7205128205	0.04284097508	0.5882936508
296	0.7217948718	0.04288287218	0.5913766789
297	0.7269230769	0.04294147226	0.593543956
298	0.7282051282	0.04294325686	0.5946983109
299	0.7269230769	0.04291228943	0.5926836589
300	0.7269230769	0.04298760252	0.5935347985
301	0.7256410256	0.04298128689	0.5934020147
302	0.7269230769	0.04301607398	0.5938670126
303	0.7269230769	0.04312296153	0.5940725478
304	0.7269230769	0.04311288963	0.5939997965
305	0.7230769231	0.04307762068	0.5913186813
306	0.7205128205	0.04291769941	0.5898936711
307	0.7205128205	0.04300014438	0.5901002239
308	0.7217948718	0.04299114686	0.5899333537
309	0.7269230769	0.04307348433	0.593986569
310	0.7282051282	0.04310445176	0.594229243
311	0.7294871795	0.0431943876	0.5950473138
312	0.7269230769	0.04318998323	0.5927716728
313	0.7269230769	0.04309044891	0.5933302808
314	0.7333333333	0.04329713223	0.5988563289
315	0.7320512821	0.04327720046	0.5980011193
316	0.7307692308	0.04329464421	0.5958399471
317	0.7307692308	0.04317596289	0.5967974155
318	0.7307692308	0.04315890283	0.5982295482
319	0.7333333333	0.04316479021	0.6006394994
320	0.7320512821	0.04320259819	0.5978011803
321	0.7307692308	0.04298463292	0.5987576313
322	0.7346153846	0.04321980156	0.602273606
323	0.7346153846	0.04321980156	0.6027614978
324	0.7320512821	0.04317626626	0.6011553724
325	0.7333333333	0.04319099729	0.6010531136
326	0.7307692308	0.04308979512	0.5983999796
327	0.7307692308	0.04306307022	0.5989616402
328	0.7307692308	0.04306307022	0.5991081604
329	0.7294871795	0.04305965142	0.597760989
330	0.7282051282	0.04293544076	0.5961691087
331	0.7307692308	0.04302349028	0.5985780423
332	0.7307692308	0.04302349028	0.5980865893
333	0.7282051282	0.04292514438	0.5960785511
334	0.7294871795	0.04292856318	0.5981725682
335	0.7269230769	0.0429935909	0.5959472934
336	0.7294871795	0.04300774114	0.5968788156
337	0.7294871795	0.04298608041	0.5972420635
338	0.7282051282	0.04298266161	0.5966361416
339	0.7282051282	0.04298266161	0.5966040904
340	0.7294871795	0.04298608041	0.5976226089
341	0.7269230769	0.04298172184	0.5947466422
342	0.7269230769	0.04286054059	0.595954416
343	0.7269230769	0.04286054059	0.5953164428
344	0.7256410256	0.04284795913	0.5942083842
345	0.7256410256	0.0428622127	0.5939189052
346	0.7269230769	0.04286436995	0.5935714286
347	0.7269230769	0.04298149362	0.5934432234
348	0.7282051282	0.04300746706	0.5945991046
349	0.7269230769	0.04288764918	0.5936706349
350	0.7282051282	0.04288934054	0.5952457265
351	0.7307692308	0.04290748581	0.5969352869
352	0.7307692308	0.04290748581	0.5969826007
353	0.7307692308	0.04290748581	0.5968472731
354	0.7294871795	0.04290528448	0.5948326211
355	0.7346153846	0.04303531493	0.5978912291
356	0.7333333333	0.04300350225	0.5976134514
357	0.7307692308	0.04283815996	0.5956298331
358	0.7320512821	0.04297601494	0.5975106838
359	0.7320512821	0.0429489596	0.5966605617
360	0.7307692308	0.042947175	0.5961533374
361	0.7294871795	0.04287941562	0.5957193732
362	0.7307692308	0.04288120021	0.5963105413
363	0.7307692308	0.04287660764	0.5954120879
364	0.7256410256	0.04282089913	0.5925295075
365	0.7269230769	0.04285197513	0.5936879324
366	0.7269230769	0.042854601	0.5924562475
367	0.7294871795	0.04288720662	0.5951404151
368	0.7282051282	0.04285432058	0.5943981481
369	0.7282051282	0.042841937	0.5951338014
370	0.7294871795	0.04303047396	0.5962087912
371	0.7294871795	0.04303047396	0.5956557794
372	0.7307692308	0.04303732985	0.5965516891
373	0.7294871795	0.04303569165	0.5963995726
374	0.7320512821	0.04297607581	0.5998239723
375	0.7346153846	0.04316245281	0.6017399267
376	0.7358974359	0.04309468054	0.6023911274
377	0.7358974359	0.04298961207	0.6024196174
378	0.7346153846	0.04286396253	0.6011696174
379	0.7358974359	0.04293937731	0.6020634921
380	0.7397435897	0.04322533023	0.605277269
381	0.7346153846	0.04294979971	0.6003393366
382	0.7358974359	0.04295154021	0.6014128002
383	0.7371794872	0.04296498206	0.6025783476
384	0.7358974359	0.04295466737	0.6018808506
385	0.7358974359	0.04294944967	0.6017261905
386	0.7358974359	0.04294944967	0.6018162393
387	0.7346153846	0.04292539608	0.6016788767
388	0.7371794872	0.04303306455	0.6032758445
389	0.7371794872	0.04295928796	0.6043691494
390	0.7371794872	0.04294303971	0.6043589744
391	0.7384615385	0.04303987656	0.6068335368
392	0.7397435897	0.04306598759	0.6075554538
393	0.7384615385	0.04297031212	0.6063670126
394	0.7384615385	0.04312361743	0.6066804029
395	0.741025641	0.04310114797	0.6100300163
396	0.7397435897	0.04308954569	0.6078093203
397	0.7384615385	0.04308584248	0.6068116606
398	0.7371794872	0.04307234333	0.6059238909
399	0.7397435897	0.04281565157	0.6068599919
400	0.7371794872	0.04282188534	0.6036986162
401	0.7384615385	0.04282571122	0.6054044567
402	0.7346153846	0.04293315096	0.6033786121
403	0.7333333333	0.04292115797	0.602224766
404	0.7333333333	0.04292115797	0.6020110908
405	0.7333333333	0.04292115797	0.6019876882
406	0.7346153846	0.04293373943	0.6026378714
407	0.7358974359	0.04300641104	0.6036451974
408	0.7371794872	0.04300815153	0.6045843508
409	0.7346153846	0.04293315096	0.6026373626
410	0.7346153846	0.04283065772	0.6032560033
411	0.7346153846	0.04282079625	0.6029919617
412	0.7333333333	0.04274753618	0.6020314408
413	0.7346153846	0.04274917438	0.6026785714
414	0.7346153846	0.04274917438	0.6025808913
415	0.7358974359	0.04282243445	0.6037342287
416	0.7346153846	0.04274917438	0.6027029915
417	0.7371794872	0.04284389819	0.6052579365
418	0.7371794872	0.04284389819	0.6056476394
419	0.7371794872	0.04284389819	0.6048875661
420	0.7346153846	0.04283357989	0.6040140415
421	0.7358974359	0.04283521809	0.6032153032
422	0.7358974359	0.04283521809	0.6037693325
423	0.7358974359	0.04283521809	0.6040990028
424	0.7358974359	0.04283521809	0.6038832926
425	0.7333333333	0.04281006475	0.601502849
426	0.7320512821	0.04276816765	0.6010190273
427	0.7320512821	0.04290592835	0.6002350427
428	0.7320512821	0.04283386556	0.5998651811
429	0.7320512821	0.04283386556	0.5986248474
430	0.7346153846	0.04297803197	0.6007107245
431	0.7333333333	0.04286654925	0.6001979039
432	0.7346153846	0.04297803197	0.6006679894
433	0.7320512821	0.04274444913	0.6000289988
434	0.7307692308	0.04274266454	0.5992541718
435	0.7320512821	0.04274649042	0.6002335165
436	0.7333333333	0.04274812861	0.6003454416
437	0.7346153846	0.04276071008	0.6017918193
438	0.7346153846	0.04276071008	0.6016961742
439	0.7358974359	0.0428828102	0.6026444851
440	0.7358974359	0.04301995563	0.6047171347
441	0.7358974359	0.0435296891	0.6042445055
442	0.7358974359	0.04351833287	0.6045874033
443	0.7371794872	0.04363888957	0.6040791616
444	0.7371794872	0.04363888957	0.6042134717
445	0.7371794872	0.04363888957	0.6048397436
446	0.7346153846	0.04362820781	0.601996337
447	0.7358974359	0.0436350637	0.6029517705
448	0.7358974359	0.0436350637	0.6028769841
449	0.7358974359	0.0436350637	0.603013838
450	0.7346153846	0.04344652674	0.6013690476
451	0.7358974359	0.0436350637	0.6021565934
452	0.7397435897	0.04365065673	0.6072069597
453	0.7384615385	0.04364197662	0.6053052503
454	0.7384615385	0.04364197662	0.6059508547
455	0.741025641	0.04377549305	0.6080291005
456	0.7384615385	0.04377046673	0.6044805657
457	0.7384615385	0.04377046673	0.6040532153
458	0.7384615385	0.04377046673	0.6053632479
459	0.7371794872	0.04338921095	0.6042012617
460	0.7435897436	0.04359815003	0.6082600733
461	0.7423076923	0.04346911717	0.607750814
462	0.7397435897	0.04339134638	0.6056272894
463	0.7397435897	0.04339134638	0.605791107
464	0.741025641	0.04339354771	0.6069968457
465	0.7397435897	0.04336447123	0.604025234
466	0.7397435897	0.04336447123	0.6041778592
467	0.7397435897	0.04336447123	0.6044266382
468	0.7371794872	0.04338102525	0.6013288563
469	0.7371794872	0.04349538527	0.6018533781
470	0.7397435897	0.04354274023	0.6036050061
471	0.7384615385	0.04339262752	0.6033623321
472	0.7397435897	0.04343594007	0.6055408018
473	0.7384615385	0.04342433779	0.6031578144
474	0.7358974359	0.043378868	0.6017897843
475	0.7371794872	0.04339047028	0.6026505902
476	0.7371794872	0.04342218055	0.6029802605
477	0.7397435897	0.04343552332	0.6076302401
478	0.741025641	0.04344810478	0.6087454212
479	0.7371794872	0.04332225601	0.6068722019
480	0.7397435897	0.04332615448	0.6080438543
481	0.7397435897	0.04331571887	0.6075188238
482	0.7461538462	0.04339519553	0.6120884208
483	0.7435897436	0.04318621903	0.6096947497
484	0.7448717949	0.04322811614	0.6103663004
485	0.7461538462	0.04318974413	0.6111207774
486	0.7487179487	0.04355260945	0.6128988604
487	0.7474358974	0.04358851339	0.6124399674
488	0.7461538462	0.04347703067	0.612043142
489	0.7474358974	0.04347866886	0.6122649573
490	0.7461538462	0.04345941275	0.6109513635
491	0.7461538462	0.04357754177	0.6107249695
492	0.7461538462	0.04365805707	0.6106084656
493	0.7474358974	0.04368892876	0.6108877696
494	0.7461538462	0.04368686725	0.6089000814
495	0.7461538462	0.04357744604	0.6106237281
496	0.7474358974	0.04335569938	0.6108536834
497	0.7474358974	0.04339585599	0.6092094017
498	0.7474358974	0.04339585599	0.6105621693
499	0.7461538462	0.04338020212	0.6090878103
